Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
2460,Eric Smith,se SWE,"DF,MF",St Pauli,de Bundesliga,28.0,1997,27,26,2311,25.7,2,2,4,2,0,0,4,1,0.16,12,5,41.7,0.47,0.19,0.17,0.40,0,0,64,23,24,29,4,1,0,15,0,,,,,,,,,,,,,,
2461,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25.0,2000,37,22,1923,21.4,3,0,3,3,0,0,1,0,0.14,36,11,30.6,1.68,0.51,0.08,0.27,0,0,13,22,22,17,1,0,0,10,0,,,,,,,,,,,,,,
2462,Ivan Smolčić,hr CRO,DF,Como,it Serie A,24.0,2000,28,19,1662,18.5,0,1,1,0,0,0,8,0,0.05,12,4,33.3,0.65,0.22,0.00,0.00,0,0,29,24,23,17,8,0,0,26,0,,,,,,,,,,,,,,
2463,Mezian Soares,pt POR,MF,Lens,fr Ligue 1,15.0,2009,1,0,12,0.1,1,0,1,1,0,0,0,0,7.50,1,1,100.0,7.50,7.50,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2464,Simon Sohm,ch SUI,MF,Bologna,it Serie A,24.0,2001,12,9,717,8.0,0,0,0,0,0,0,1,0,0.00,4,1,25.0,0.50,0.13,0.00,0.00,0,0,2,5,3,3,1,0,0,9,0,,,,,,,,,,,,,,
2465,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24.0,2001,16,9,708,7.9,0,1,1,0,0,0,2,0,0.13,5,0,0.0,0.64,0.00,0.00,,0,0,5,7,6,11,2,0,0,15,0,,,,,,,,,,,,,,
2466,Alex Sola,es ESP,"DF,FW",Getafe,es La Liga,26.0,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2467,Dominic Solanke,eng ENG,FW,Tottenham Hotspur,eng Premier League,27.0,1997,15,11,1001,11.1,3,0,3,3,0,0,1,0,0.27,20,11,55.0,1.80,0.99,0.15,0.27,0,0,2,16,3,9,1,0,0,12,0,,,,,,,,,,,,,,
2468,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,28.0,1997,33,26,2317,25.7,4,3,7,4,0,0,3,1,0.27,35,19,54.3,1.36,0.74,0.11,0.21,0,0,73,22,16,20,3,1,0,28,0,,,,,,,,,,,,,,
2469,Julio Soler,ar ARG,DF,Bournemouth,eng Premier League,20.0,2005,3,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,0,0,2,0,0,0,2,0,,,,,,,,,,,,,,
2470,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25.0,2000,35,34,2959,32.9,3,1,4,2,1,1,1,0,0.09,33,6,18.2,1.00,0.18,0.06,0.33,1,1,20,57,47,29,1,0,0,30,1,,,,,,,,,,,,,,
2471,Jhon Solis,co COL,MF,Girona,es La Liga,20.0,2004,12,3,380,4.2,0,0,0,0,0,0,0,0,0.00,3,2,66.7,0.71,0.47,0.00,0.00,0,0,0,3,4,7,0,0,0,2,0,,,,,,,,,,,,,,
2472,Manor Solomon,il ISR,MF,Villarreal,es La Liga,26.0,1999,6,1,150,1.7,1,1,2,1,0,0,0,0,1.20,2,1,50.0,1.20,0.60,0.50,1.00,0,0,10,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2473,Manor Solomon,il ISR,"FW,MF",Fiorentina,it Serie A,26.0,1999,16,9,890,9.9,2,1,3,2,0,0,1,0,0.30,11,4,36.4,1.11,0.40,0.18,0.50,0,0,47,11,0,16,1,0,0,2,0,,,,,,,,,,,,,,
2474,Hugo Solozabal,es ESP,MF,Getafe,es La Liga,22.0,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2475,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,28.0,1997,2,1,176,2.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,4,2.05,12,8,66.7,0,0,1,0,0.0,0,0,0,0
2476,Yann Sommer,ch SUI,GK,Inter,it Serie A,36.0,1988,33,33,2960,32.9,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,2,0,0,0,0,0,30,0.91,91,64,71.4,23,5,5,15,45.5,4,4,0,0
2477,Oliver Sonne,pe PER,DF,Burnley,eng Premier League,24.0,2000,7,1,169,1.9,1,0,1,1,0,0,0,0,0.53,3,1,33.3,1.60,0.53,0.33,1.00,0,0,5,1,1,0,0,0,0,4,0,,,,,,,,,,,,,,
2478,David Soria,es ESP,GK,Getafe,es La Liga,32.0,1993,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,3,2,0,0,0,0,38,1.00,151,115,75.5,15,6,17,12,31.6,4,1,2,1
2479,Borna Sosa,hr CRO,"DF,MF",Crystal Palace,eng Premier League,27.0,1998,7,0,101,1.1,0,0,0,0,0,0,1,0,0.00,1,0,0.0,0.89,0.00,0.00,,0,0,6,0,2,0,1,0,0,4,0,,,,,,,,,,,,,,
2480,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21.0,2003,20,16,1338,14.9,0,2,2,0,0,0,3,0,0.13,2,1,50.0,0.13,0.07,0.00,0.00,0,0,44,16,13,13,3,0,0,27,0,,,,,,,,,,,,,,
2481,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,34.0,1990,26,4,507,5.6,1,0,1,1,0,0,1,0,0.18,13,1,7.7,2.31,0.18,0.08,1.00,0,0,11,4,7,12,1,0,0,9,0,,,,,,,,,,,,,,
2482,Riccardo Sottil,it ITA,"FW,MF",Lecce,it Serie A,26.0,1999,21,13,1066,11.8,1,2,3,1,0,0,1,0,0.25,20,3,15.0,1.69,0.25,0.05,0.33,0,0,100,2,2,27,1,0,0,10,0,,,,,,,,,,,,,,
2483,Tomáš Souček,cz CZE,MF,West Ham United,eng Premier League,30.0,1995,35,24,2200,24.4,5,0,5,5,0,0,3,1,0.20,26,14,53.8,1.06,0.57,0.19,0.36,0,0,14,23,16,22,3,1,0,37,0,,,,,,,,,,,,,,
2484,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22.0,2003,33,28,2139,23.8,6,5,11,6,0,0,1,0,0.46,52,18,34.6,2.19,0.76,0.12,0.33,0,0,70,15,9,41,1,0,0,7,0,,,,,,,,,,,,,,
2485,Aboubaka Soumahoro,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,20.0,2005,4,2,136,1.5,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,0,1,0,0,3,0,,,,,,,,,,,,,,
2486,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,24.0,2001,31,8,941,10.5,4,2,6,4,0,1,2,0,0.57,28,10,35.7,2.68,0.96,0.14,0.40,0,1,0,4,4,18,2,0,0,16,0,,,,,,,,,,,,,,
2487,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,24.0,2000,34,33,2948,32.8,8,5,13,7,1,3,3,0,0.37,77,28,36.4,2.35,0.85,0.09,0.25,1,3,61,20,12,74,3,0,0,56,0,,,,,,,,,,,,,,
2488,Souza,br BRA,MF,Tottenham Hotspur,eng Premier League,19.0,2006,4,2,144,1.6,0,0,0,0,0,0,1,0,0.00,1,1,100.0,0.62,0.62,0.00,0.00,0,0,3,0,2,2,1,0,0,3,0,,,,,,,,,,,,,,
2489,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26.0,1999,24,22,1764,19.6,0,0,0,0,0,0,5,0,0.00,9,2,22.2,0.46,0.10,0.00,0.00,0,0,4,32,25,23,5,0,0,40,0,,,,,,,,,,,,,,
2490,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28.0,1997,33,27,2187,24.3,5,4,9,5,0,0,6,0,0.37,19,8,42.1,0.78,0.33,0.26,0.63,0,0,22,27,23,29,6,0,0,42,0,,,,,,,,,,,,,,
2491,Djed Spence,eng ENG,"DF,MF",Tottenham Hotspur,eng Premier League,24.0,2000,30,23,2055,22.8,0,0,0,0,0,0,4,0,0.00,13,8,61.5,0.57,0.35,0.00,0.00,0,0,49,25,15,21,4,0,0,28,0,,,,,,,,,,,,,,
2492,Leonardo Spinazzola,it ITA,"MF,DF",Napoli,it Serie A,32.0,1993,32,22,1901,21.1,3,3,6,3,0,0,2,0,0.28,21,7,33.3,0.99,0.33,0.14,0.43,0,0,73,10,4,10,2,0,0,9,0,,,,,,,,,,,,,,
2493,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,33.0,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0
2494,Anton Stach,de GER,MF,Leeds United,eng Premier League,26.0,1998,29,28,2370,26.3,5,3,8,5,0,0,3,0,0.30,55,14,25.5,2.09,0.53,0.09,0.36,0,0,155,35,19,24,3,0,0,36,0,,,,,,,,,,,,,,
2495,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28.0,1996,29,29,2460,27.3,10,2,12,10,0,0,5,0,0.44,56,21,37.5,2.05,0.77,0.18,0.48,0,0,14,32,18,30,5,0,0,35,0,,,,,,,,,,,,,,
2496,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,34.0,1990,19,10,960,10.7,0,0,0,0,0,0,0,0,0.00,6,1,16.7,0.56,0.09,0.00,0.00,0,0,8,16,9,9,0,0,0,14,0,,,,,,,,,,,,,,
2497,Nicolae Stanciu,ro ROU,MF,Genoa,it Serie A,32.0,1993,4,2,180,2.0,0,0,0,0,0,1,0,0,0.00,5,0,0.0,2.50,0.00,0.00,,0,1,9,3,3,2,0,0,0,1,0,,,,,,,,,,,,,,
2498,Otto Stange,de GER,FW,Hamburger SV,de Bundesliga,18.0,2007,10,2,293,3.3,0,0,0,0,0,0,0,0,0.00,9,1,11.1,2.76,0.31,0.00,0.00,0,0,6,3,0,6,0,0,0,5,0,,,,,,,,,,,,,,
2499,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25.0,2000,26,19,1857,20.6,2,3,5,2,0,0,1,0,0.24,7,4,57.1,0.34,0.19,0.29,0.50,0,0,36,21,18,11,1,0,0,8,0,,,,,,,,,,,,,,
2500,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30.0,1995,19,17,1491,16.6,0,0,0,0,0,0,3,1,0.00,4,1,25.0,0.24,0.06,0.00,0.00,0,0,0,16,16,8,3,1,1,19,1,,,,,,,,,,,,,,
2501,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30.0,1995,14,9,697,7.7,0,0,0,0,0,0,8,2,0.00,3,1,33.3,0.39,0.13,0.00,0.00,0,0,1,12,13,7,8,2,2,11,0,,,,,,,,,,,,,,
2502,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,20.0,2004,20,8,835,9.3,9,0,9,9,0,0,5,0,0.97,27,19,70.4,2.91,2.05,0.33,0.47,0,0,5,5,1,7,5,0,0,15,0,,,,,,,,,,,,,,
2503,Calvin Stengs,nl NED,"FW,MF",Pisa,it Serie A,26.0,1998,4,0,46,0.5,0,0,0,0,0,0,0,0,0.00,2,1,50.0,3.91,1.96,0.00,0.00,0,0,3,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2504,Pascal Stenzel,de GER,MF,Stuttgart,de Bundesliga,29.0,1996,2,2,106,1.2,0,0,0,0,0,0,2,0,0.00,3,1,33.3,2.55,0.85,0.00,0.00,0,0,5,0,2,2,2,0,0,2,0,,,,,,,,,,,,,,
2505,Leonidas Stergiou,ch SUI,DF,Heidenheim,de Bundesliga,23.0,2002,5,1,206,2.3,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.44,0.00,0.00,,0,0,1,3,1,1,0,0,0,3,0,,,,,,,,,,,,,,
2506,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,23.0,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2507,Finley Stevens,wls WAL,DF,St Pauli,de Bundesliga,22.0,2003,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2508,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24.0,2001,34,30,2743,30.5,2,5,7,2,0,1,1,0,0.23,17,8,47.1,0.56,0.26,0.12,0.25,0,1,105,23,28,44,1,0,0,18,0,,,,,,,,,,,,,,
2509,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,31.0,1993,29,15,1324,14.7,1,1,2,1,0,1,3,0,0.14,23,7,30.4,1.56,0.48,0.04,0.14,0,1,61,20,13,29,3,0,0,23,0,,,,,,,,,,,,,,
2510,Filip Stojilković,ch SUI,"FW,MF",Pisa,it Serie A,25.0,2000,13,8,658,7.3,0,0,0,0,0,0,0,0,0.00,10,4,40.0,1.37,0.55,0.00,0.00,0,0,3,1,0,0,0,0,0,8,0,,,,,,,,,,,,,,
2511,John Stones,eng ENG,DF,Manchester City,eng Premier League,31.0,1994,9,5,439,4.9,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,4,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,
2512,Jørgen Strand Larsen,no NOR,FW,Crystal Palace,eng Premier League,25.0,2000,14,12,903,10.0,3,0,3,3,0,0,2,0,0.30,23,7,30.4,2.29,0.70,0.13,0.43,0,0,0,0,1,10,2,0,0,21,0,,,,,,,,,,,,,,
2513,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25.0,2000,22,14,1404,15.6,1,1,2,0,1,2,2,0,0.06,21,7,33.3,1.35,0.45,0.00,0.00,1,2,3,2,3,11,2,0,0,30,0,,,,,,,,,,,,,,
2514,Gabriel Strefezza,br BRA,FW,Parma,it Serie A,28.0,1997,14,13,1007,11.2,2,2,4,2,0,0,3,0,0.36,24,7,29.2,2.14,0.63,0.08,0.29,0,0,41,12,5,28,3,0,0,21,0,,,,,,,,,,,,,,
2515,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,25.0,1999,34,33,2936,32.6,0,1,1,0,0,0,5,0,0.03,31,5,16.1,0.95,0.15,0.00,0.00,0,0,2,22,32,22,5,0,0,27,0,,,,,,,,,,,,,,
2516,Cristhian Stuani,uy URU,FW,Girona,es La Liga,38.0,1986,21,1,412,4.6,5,0,5,2,3,4,4,0,0.44,19,12,63.2,4.15,2.62,0.11,0.17,3,4,0,4,1,11,4,0,0,12,0,,,,,,,,,,,,,,
2517,Nikola Štulić,rs SRB,FW,Lecce,it Serie A,23.0,2001,34,20,1709,19.0,4,0,4,3,1,1,1,0,0.16,33,9,27.3,1.74,0.47,0.09,0.33,1,1,1,7,2,26,1,0,0,37,0,,,,,,,,,,,,,,
2518,Denis Suárez,es ESP,MF,Alavés,es La Liga,31.0,1994,30,15,1406,15.6,1,2,3,1,0,0,6,0,0.19,9,4,44.4,0.58,0.26,0.11,0.25,0,0,41,12,7,26,6,0,0,20,0,,,,,,,,,,,,,,
2519,Gabriel Suazo,cl CHI,"DF,MF",Sevilla,es La Liga,27.0,1997,29,25,2096,23.3,0,2,2,0,0,0,7,0,0.09,5,2,40.0,0.21,0.09,0.00,0.00,0,0,95,62,29,15,7,0,0,33,0,,,,,,,,,,,,,,
2520,Luka Sučić,hr CRO,"MF,FW",Real Sociedad,es La Liga,22.0,2002,22,10,1022,11.4,3,1,4,3,0,0,1,0,0.35,23,7,30.4,2.03,0.62,0.13,0.43,0,0,6,8,5,6,1,0,0,11,0,,,,,,,,,,,,,,
2521,Petar Sucic,hr CRO,MF,Inter,it Serie A,21.0,2003,34,21,1765,19.6,2,2,4,2,0,0,5,0,0.20,22,6,27.3,1.12,0.31,0.09,0.33,0,0,43,25,9,25,5,0,0,30,0,,,,,,,,,,,,,,
2522,Yukinari Sugawara,jp JPN,"DF,MF",Werder Bremen,de Bundesliga,25.0,2000,31,29,2428,27.0,0,6,6,0,0,0,2,1,0.22,30,11,36.7,1.11,0.41,0.00,0.00,0,0,74,22,15,11,2,1,0,22,0,,,,,,,,,,,,,,
2523,Pavel Šulc,cz CZE,"FW,MF",Lyon,fr Ligue 1,24.0,2000,27,17,1566,17.4,11,3,14,11,0,0,3,0,0.80,44,18,40.9,2.53,1.03,0.25,0.61,0,0,13,13,6,15,3,0,0,28,0,,,,,,,,,,,,,,
2524,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,29.0,1995,11,7,486,5.4,0,1,1,0,0,0,3,0,0.19,2,1,50.0,0.37,0.19,0.00,0.00,0,0,6,5,6,1,3,0,0,8,0,,,,,,,,,,,,,,
2525,Ibrahim Sulemana,gh GHA,MF,Bologna,it Serie A,22.0,2003,3,0,45,0.5,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,
2526,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,22.0,2003,16,7,860,9.6,1,0,1,1,0,0,2,0,0.10,11,2,18.2,1.15,0.21,0.09,0.50,0,0,2,13,6,10,2,0,0,12,0,,,,,,,,,,,,,,
2527,Kamaldeen Sulemana,gh GHA,MF,Atalanta,it Serie A,23.0,2002,25,9,1011,11.2,2,1,3,2,0,0,4,0,0.27,25,10,40.0,2.23,0.89,0.08,0.20,0,0,22,5,2,14,4,0,0,14,0,,,,,,,,,,,,,,
2528,Crysencio Summerville,nl NED,"MF,FW",West Ham United,eng Premier League,23.0,2001,31,29,2470,27.4,5,2,7,5,0,0,6,0,0.26,54,15,27.8,1.97,0.55,0.09,0.33,0,0,59,26,15,67,6,0,0,49,0,,,,,,,,,,,,,,
2529,Tomáš Suslov,sk SVK,FW,Hellas Verona,it Serie A,23.0,2002,11,5,446,5.0,0,0,0,0,0,0,1,1,0.00,12,4,33.3,2.42,0.81,0.00,0.00,0,0,21,6,1,12,1,1,0,9,0,,,,,,,,,,,,,,
2530,Yuito Suzuki,jp JPN,MF,Freiburg,de Bundesliga,23.0,2001,25,18,1632,18.1,4,2,6,4,0,0,3,0,0.33,38,14,36.8,2.10,0.77,0.11,0.29,0,0,21,12,10,10,3,0,0,20,0,,,,,,,,,,,,,,
2531,Zion Suzuki,jp JPN,GK,Parma,it Serie A,22.0,2002,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,4,1,0,0,0,0,28,1.40,90,65,71.1,3,7,10,5,25.0,3,2,1,0
2532,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26.0,1999,24,8,861,9.6,3,1,4,3,0,0,6,1,0.42,21,8,38.1,2.20,0.84,0.14,0.38,0,0,8,7,10,19,6,1,1,18,0,,,,,,,,,,,,,,
2533,Daniel Svensson,se SWE,MF,Dortmund,de Bundesliga,23.0,2002,33,27,2454,27.3,2,2,4,2,0,0,0,0,0.15,12,4,33.3,0.44,0.15,0.17,0.50,0,0,129,26,20,22,0,0,0,28,0,,,,,,,,,,,,,,
2534,Mile Svilar,rs SRB,GK,Roma,it Serie A,25.0,1999,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,1,8,0,0,0,0,0,31,0.82,137,107,78.1,23,4,11,18,47.4,1,1,0,0
2535,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,21.0,2004,29,13,1270,14.1,5,5,10,5,0,0,2,0,0.71,23,12,52.2,1.63,0.85,0.22,0.42,0,0,8,17,4,34,2,0,0,30,0,,,,,,,,,,,,,,
2536,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,22.0,2002,24,17,1536,17.1,0,0,0,0,0,0,1,0,0.00,13,2,15.4,0.76,0.12,0.00,0.00,0,0,47,29,26,14,1,0,0,24,0,,,,,,,,,,,,,,
2537,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,22.0,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2538,Abakar Sylla,ci CIV,DF,Nantes,fr Ligue 1,22.0,2002,2,1,65,0.7,0,0,0,0,0,0,0,0,0.00,2,0,0.0,2.77,0.00,0.00,,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,
2539,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,19.0,2006,4,1,99,1.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,6,3,0,0,0,0,3,0,,,,,,,,,,,,,,
2540,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35.0,1990,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,15,1.87,35,22,60.0,4,0,4,0,0.0,2,1,1,0
2541,Dominik Szoboszlai,hu HUN,"MF,DF",Liverpool,eng Premier League,24.0,2000,36,36,3231,35.9,6,7,13,6,0,1,8,1,0.36,71,23,32.4,1.98,0.64,0.08,0.26,0,1,206,32,29,30,8,1,0,42,0,,,,,,,,,,,,,,
2542,Sebastian Szymański,pl POL,MF,Rennes,fr Ligue 1,26.0,1999,16,10,776,8.6,1,3,4,1,0,0,2,0,0.46,12,5,41.7,1.39,0.58,0.08,0.20,0,0,56,10,3,12,2,0,0,13,0,,,,,,,,,,,,,,
2543,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29.0,1995,35,20,1980,22.0,13,0,13,13,0,0,4,1,0.59,68,35,51.5,3.09,1.59,0.19,0.37,0,0,10,7,0,16,4,1,0,30,0,,,,,,,,,,,,,,
2544,Jocelin Ta Bi,ci CIV,MF,Sunderland,eng Premier League,20.0,2005,1,1,38,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,5,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2545,Musa Al-Taamari,jo JOR,"MF,FW",Rennes,fr Ligue 1,28.0,1997,33,25,2212,24.6,6,6,12,6,0,0,4,0,0.49,64,23,35.9,2.60,0.94,0.09,0.26,0,0,86,16,11,27,4,0,0,16,0,,,,,,,,,,,,,,
2546,Haris Tabakovic,ba BIH,FW,Gladbach,de Bundesliga,31.0,1994,32,28,2382,26.5,13,3,16,13,0,2,5,0,0.60,67,27,40.3,2.53,1.02,0.19,0.48,0,2,2,6,0,20,5,0,0,48,0,,,,,,,,,,,,,,
2547,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,32.0,1992,20,14,1310,14.6,0,3,3,0,0,0,5,2,0.21,15,1,6.7,1.03,0.07,0.00,0.00,0,0,20,14,17,33,5,2,1,36,0,,,,,,,,,,,,,,
2548,Jonathan Tah,de GER,DF,Bayern Munich,de Bundesliga,29.0,1996,28,23,2018,22.4,2,1,3,2,0,0,7,0,0.13,8,5,62.5,0.36,0.22,0.25,0.40,0,0,1,18,25,6,7,0,0,26,0,,,,,,,,,,,,,,
2549,Kōta Takai,jp JPN,DF,Gladbach,de Bundesliga,20.0,2004,8,3,342,3.8,0,0,0,0,0,0,1,0,0.00,3,2,66.7,0.79,0.53,0.00,0.00,0,0,0,4,4,3,1,0,0,3,0,,,,,,,,,,,,,,
2550,Chemsdine Talbi,ma MAR,"MF,FW",Sunderland,eng Premier League,20.0,2005,28,16,1561,17.3,4,1,5,4,0,0,0,0,0.29,25,10,40.0,1.44,0.58,0.16,0.40,0,0,50,6,3,1,0,0,0,5,0,,,,,,,,,,,,,,
2551,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27.0,1998,29,29,2610,29.0,0,1,1,0,0,0,3,0,0.03,14,2,14.3,0.48,0.07,0.00,0.00,0,0,5,19,27,13,3,0,0,7,0,,,,,,,,,,,,,,
2552,Adrien Tameze,cm CMR,DF,Torino,it Serie A,31.0,1994,24,12,1120,12.4,0,0,0,0,0,0,3,0,0.00,5,0,0.0,0.40,0.00,0.00,,0,0,14,12,19,7,3,0,0,16,0,,,,,,,,,,,,,,
2553,Ao Tanaka,jp JPN,MF,Leeds United,eng Premier League,26.0,1998,28,14,1315,14.6,2,0,2,2,0,0,1,0,0.14,17,5,29.4,1.16,0.34,0.12,0.40,0,0,39,15,21,10,1,0,0,13,0,,,,,,,,,,,,,,
2554,Sander Tangvik,no NOR,GK,Hamburger SV,de Bundesliga,22.0,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,1,1.00,6,6,83.3,0,1,0,0,0.0,1,0,1,0
2555,Axel Tapé,fr FRA,"MF,DF",Leverkusen,de Bundesliga,17.0,2007,6,2,222,2.5,0,0,0,0,0,0,1,0,0.00,3,1,33.3,1.22,0.41,0.00,0.00,0,0,0,1,1,7,1,0,0,7,0,,,,,,,,,,,,,,
2556,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26.0,1999,29,29,2575,28.6,5,3,8,5,0,0,7,0,0.28,29,10,34.5,1.01,0.35,0.17,0.50,0,0,13,15,21,2,7,0,0,31,0,,,,,,,,,,,,,,
2557,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32.0,1992,37,37,3330,37.0,2,3,5,2,0,0,8,0,0.14,20,10,50.0,0.54,0.27,0.10,0.20,0,0,7,30,29,35,8,0,0,32,0,,,,,,,,,,,,,,
2558,Rouven Tarnutzer,ch SUI,FW,Freiburg,de Bundesliga,18.0,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2559,César Tárrega,es ESP,DF,Valencia,es La Liga,23.0,2002,32,29,2598,28.9,0,0,0,0,0,0,7,0,0.00,11,1,9.1,0.38,0.03,0.00,0.00,0,0,1,24,24,13,7,0,0,40,2,,,,,,,,,,,,,,
2560,Tylel Tati,fr FRA,DF,Nantes,fr Ligue 1,17.0,2008,20,20,1721,19.1,0,0,0,0,0,0,5,1,0.00,3,0,0.0,0.16,0.00,0.00,,0,0,1,13,14,15,5,1,0,25,0,,,,,,,,,,,,,,
2561,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25.0,2000,23,17,1473,16.4,0,0,0,0,0,0,5,0,0.00,16,1,6.3,0.98,0.06,0.00,0.00,0,0,99,21,18,22,5,0,0,20,0,,,,,,,,,,,,,,
2562,Marcus Tavernier,eng ENG,MF,Bournemouth,eng Premier League,26.0,1999,34,31,2732,30.4,7,4,11,5,2,2,6,0,0.30,70,24,34.3,2.31,0.79,0.07,0.21,2,2,114,21,16,35,6,0,0,31,0,,,,,,,,,,,,,,
2563,Kenneth Taylor,nl NED,MF,Lazio,it Serie A,23.0,2002,17,17,1394,15.5,3,2,5,3,0,0,5,0,0.32,16,6,37.5,1.03,0.39,0.19,0.50,0,0,9,11,9,13,5,0,0,17,0,,,,,,,,,,,,,,
